1, 8300, Note_on_c, 15, 36, 100
1, 8400, Note_on_c, 15, 36, 100
1, 8500, Note_on_c, 15, 42, 100
1, 8600, Note_on_c, 15, 41, 100
1, 8700, Note_on_c, 15, 42, 100
1, 8800, Note_on_c, 15, 42, 100
1, 8900, Note_on_c, 15, 42, 100
1, 9000, Note_on_c, 15, 42, 100
1, 9100, Note_on_c, 15, 42, 100
1, 9200, Note_on_c, 15, 42, 100
1, 9300, Note_on_c, 15, 42, 100
1, 9400, Note_on_c, 15, 42, 100
1, 9500, Note_on_c, 15, 42, 100
1, 9600, Note_on_c, 15, 42, 100
1, 9700, Note_on_c, 15, 74, 100
1, 9800, Note_on_c, 15, 41, 100
1, 9900, Note_on_c, 15, 42, 100
1, 10000, Note_on_c, 15, 36, 100
1, 10100, Note_on_c, 15, 36, 100
1, 10200, Note_on_c, 15, 41, 100
1, 10300, Note_on_c, 15, 42, 100
1, 10400, Note_on_c, 15, 46, 100
1, 10500, Note_on_c, 15, 36, 100
1, 10600, Note_on_c, 15, 42, 100
1, 10700, Note_on_c, 15, 36, 100
1, 10800, Note_on_c, 15, 41, 100
1, 10900, Note_on_c, 15, 42, 100
1, 11000, Note_on_c, 15, 41, 100
1, 11100, Note_on_c, 15, 41, 100
1, 11200, Note_on_c, 15, 41, 100
1, 11300, Note_on_c, 15, 42, 100
1, 11400, Note_on_c, 15, 36, 100
1, 11500, Note_on_c, 15, 46, 100
1, 11600, Note_on_c, 15, 42, 100
1, 11700, Note_on_c, 15, 36, 100
1, 11800, Note_on_c, 15, 42, 100
1, 11900, Note_on_c, 15, 42, 100
1, 12000, Note_on_c, 15, 42, 100
1, 12100, Note_on_c, 15, 42, 100
1, 12200, Note_on_c, 15, 42, 100
1, 12300, Note_on_c, 15, 42, 100
1, 12400, Note_on_c, 15, 36, 100
1, 12500, Note_on_c, 15, 42, 100
1, 12600, Note_on_c, 15, 46, 100
1, 12700, Note_on_c, 15, 42, 100
1, 12800, Note_on_c, 15, 42, 100
1, 12900, Note_on_c, 15, 42, 100
1, 13000, Note_on_c, 15, 42, 100
1, 13100, Note_on_c, 15, 42, 100
1, 13200, Note_on_c, 15, 46, 100
1, 13300, Note_on_c, 15, 42, 100
1, 13400, Note_on_c, 15, 42, 100
1, 13500, Note_on_c, 15, 36, 100
1, 13600, Note_on_c, 15, 42, 100
1, 13700, Note_on_c, 15, 41, 100
1, 13800, Note_on_c, 15, 42, 100
1, 13900, Note_on_c, 15, 46, 100
1, 14000, Note_on_c, 15, 46, 100
1, 14100, Note_on_c, 15, 42, 100
1, 14200, Note_on_c, 15, 42, 100
1, 14300, Note_on_c, 15, 41, 100
1, 14400, Note_on_c, 15, 40, 100
1, 14500, Note_on_c, 15, 36, 100
1, 14600, Note_on_c, 15, 46, 100
1, 14700, Note_on_c, 15, 42, 100
1, 14800, Note_on_c, 15, 42, 100
1, 14900, Note_on_c, 15, 46, 100
1, 15000, Note_on_c, 15, 42, 100
1, 15100, Note_on_c, 15, 36, 100
1, 15200, Note_on_c, 15, 42, 100
1, 15300, Note_on_c, 15, 46, 100
1, 15400, Note_on_c, 15, 41, 100
1, 15500, Note_on_c, 15, 41, 100
1, 15600, Note_on_c, 15, 40, 100
1, 15700, Note_on_c, 15, 74, 100
1, 15800, Note_on_c, 15, 42, 100
1, 15900, Note_on_c, 15, 36, 100
1, 16000, Note_on_c, 15, 42, 100
1, 16100, Note_on_c, 15, 36, 100
1, 16200, Note_on_c, 15, 42, 100
1, 16300, Note_on_c, 15, 41, 100
1, 16400, Note_on_c, 15, 42, 100
1, 16500, Note_on_c, 15, 46, 100
1, 16600, Note_on_c, 15, 42, 100
1, 16700, Note_on_c, 15, 41, 100
1, 16800, Note_on_c, 15, 42, 100
1, 16900, Note_on_c, 15, 46, 100
1, 17000, Note_on_c, 15, 42, 100
1, 17100, Note_on_c, 15, 41, 100
1, 17200, Note_on_c, 15, 36, 100
1, 17300, Note_on_c, 15, 46, 100
1, 17400, Note_on_c, 15, 41, 100
1, 17500, Note_on_c, 15, 42, 100
1, 17600, Note_on_c, 15, 29, 100
1, 17700, Note_on_c, 15, 42, 100
1, 17800, Note_on_c, 15, 42, 100
1, 17900, Note_on_c, 15, 36, 100
1, 18000, Note_on_c, 15, 42, 100
1, 18100, Note_on_c, 15, 46, 100
1, 18200, Note_on_c, 15, 46, 100
1, 18300, Note_on_c, 15, 41, 100
1, 18400, Note_on_c, 15, 42, 100
1, 18500, Note_on_c, 15, 46, 100
1, 18600, Note_on_c, 15, 42, 100
1, 18700, Note_on_c, 15, 42, 100
1, 18800, Note_on_c, 15, 36, 100
1, 18900, Note_on_c, 15, 42, 100
1, 19000, Note_on_c, 15, 42, 100
1, 19100, Note_on_c, 15, 42, 100
1, 19200, Note_on_c, 15, 36, 100
1, 19300, Note_on_c, 15, 42, 100
1, 19400, Note_on_c, 15, 41, 100
1, 19500, Note_on_c, 15, 41, 100
1, 19600, Note_on_c, 15, 36, 100
1, 19700, Note_on_c, 15, 57, 100
1, 19800, Note_on_c, 15, 42, 100
1, 19900, Note_on_c, 15, 42, 100
1, 20000, Note_on_c, 15, 80, 100
1, 20100, Note_on_c, 15, 36, 100
1, 20200, Note_on_c, 15, 42, 100
1, 20300, Note_on_c, 15, 42, 100
1, 20400, Note_on_c, 15, 46, 100
1, 25500, End_track
0, 0, End_of_file
